BEGIN_DAY,STATE,MONTH_NAME,EVENT_TYPE,DAMAGE_PROPERTY,MONT,BEGIN_LON
27,KANSAS,May,Thunderstorm Wind,0.00K,38.14,-97.46
6,TENNESSEE,February,Flash Flood,1.00M,36.1276,-86.86
10,WASHINGTON,February,Heavy Snow,,,
22,KANSAS,June,Thunderstorm Wind,0.00K,37.66,-97.65
11,VIRGINIA,July,Thunderstorm Wind,2.00K,37.58,-77.44
26,MISSISSIPPI,October,Thunderstorm Wind,100.00K,31.6,-89.87
17,MINNESOTA,July,Tornado,0.00K,47.996,-92.8542
22,VIRGINIA,July,Thunderstorm Wind,1.00K,36.81,-78.21
11,ATLANTIC SOUTH,July,Marine Thunderstorm Wind,0.00K,29.47,-81.13
19,FLORIDA,July,Thunderstorm Wind,0.00K,30.7,-81.92
22,KANSAS,June,Thunderstorm Wind,0.00K,37.69,-97.46
22,KANSAS,June,Thunderstorm Wind,0.00K,37.72,-97.46
22,KANSAS,June,Thunderstorm Wind,0.00K,37.68,-97.24
13,MISSISSIPPI,April,Thunderstorm Wind,15.00K,32.5663,-90.514
13,MISSISSIPPI,April,Thunderstorm Wind,10.00K,32.63,-90.48
17,NEW YORK,July,Thunderstorm Wind,3.00K,40.9545,-73.8226
17,NEW YORK,July,Thunderstorm Wind,4.00K,40.7656,-73.9137
17,NEW YORK,July,Thunderstorm Wind,4.00K,40.8658,-73.5977
17,NEW YORK,July,Thunderstorm Wind,6.00K,40.7598,-73.988
17,NEW YORK,July,Lightning,6.00K,40.7463,-73.6092
17,NEW YORK,July,Lightning,6.00K,40.748,-73.5993
26,MISSISSIPPI,October,Thunderstorm Wind,25.00K,31.6581,-89.576
4,KANSAS,July,Flash Flood,30.00K,38.48,-97.23
4,KANSAS,July,Flash Flood,30.00K,38.71,-97.42
13,MISSISSIPPI,April,Flash Flood,3.00K,31.66,-89.58
6,KANSAS,May,Hail,,38.2829,-98.7559
6,KANSAS,May,Hail,,38.41,-96.39
6,KANSAS,May,Hail,,38.47,-97.63
6,KANSAS,May,Hail,20.00K,38.4697,-97.6215
7,KANSAS,May,Hail,,37.48,-97.24
20,TENNESSEE,February,Flash Flood,541.18K,35.6038,-85.9454
7,KANSAS,May,Hail,,37.69,-96.98
7,KANSAS,May,Hail,,37.57,-97.13
12,WASHINGTON,February,Debris Flow,0.00K,46.0159,-122.6969
14,ARIZONA,February,Heavy Rain,0.00K,34.4385,-112.7845
23,TENNESSEE,February,Flash Flood,329.89K,35.4606,-86.0589
23,TENNESSEE,February,Flash Flood,275.40K,35.6892,-86.6219
23,TENNESSEE,February,Flash Flood,0.00K,36.104,-87.5235
20,ARIZONA,February,Heavy Snow,0.00K,,
7,SOUTH CAROLINA,June,Thunderstorm Wind,,33.92,-81.28
7,SOUTH CAROLINA,June,Thunderstorm Wind,,33.96,-81.24
4,IOWA,July,Flash Flood,20.00K,43.0826,-94.4251
20,IOWA,July,Thunderstorm Wind,10.00K,41.7958,-94.4006
16,IOWA,July,Thunderstorm Wind,0.00K,43.4,-94.75
16,IOWA,July,Funnel Cloud,0.00K,41.33,-94.9
18,LOUISIANA,April,Thunderstorm Wind,3.00K,31.61,-91.67
5,SOUTH DAKOTA,July,Hail,0.00K,44.5233,-103.7355
5,SOUTH DAKOTA,July,Hail,,44.3934,-103.7223
5,SOUTH DAKOTA,July,Hail,,44.4088,-103.5683
5,SOUTH DAKOTA,July,Hail,,44.3998,-103.5243
5,SOUTH DAKOTA,July,Thunderstorm Wind,,44.3998,-103.4957
5,SOUTH DAKOTA,July,Hail,,44.3535,-103.451
5,SOUTH DAKOTA,July,Thunderstorm Wind,,44.23,-103.04
8,NORTH CAROLINA,June,Tornado,0.00K,35.304,-81.744
8,NORTH CAROLINA,June,Flash Flood,50.00K,35.713,-81.371
24,KANSAS,May,Flash Flood,0.00K,37.82,-96.6896
24,KANSAS,May,Flash Flood,0.00K,37.8221,-96
26,KANSAS,May,Thunderstorm Wind,0.00K,38.54,-98.49
28,KANSAS,May,Hail,0.00K,38.35,-97.2
26,KANSAS,May,Flash Flood,0.00K,37.25,-96.9527
26,KANSAS,May,Thunderstorm Wind,0.00K,38.28,-97.91
18,MISSISSIPPI,April,Thunderstorm Wind,10.00K,32.32,-90.22
1,SOUTH DAKOTA,May,Flood,0.00K,44.64,-98.69
24,KANSAS,May,Hail,0.00K,37.17,-98.04
24,KANSAS,May,Hail,0.00K,37.67,-97.32
24,KANSAS,May,Hail,0.00K,37.69,-96.8
24,KANSAS,May,Flash Flood,0.00K,37.8128,-96.3
18,MISSISSIPPI,April,Tornado,10.00K,32.7618,-89.2596
18,MISSISSIPPI,April,Thunderstorm Wind,15.00K,32.29,-89.68
18,MISSISSIPPI,April,Thunderstorm Wind,10.00K,31.48,-89.78
18,MISSISSIPPI,April,Thunderstorm Wind,20.00K,32.75,-89.54
18,MISSISSIPPI,April,Thunderstorm Wind,10.00K,32.59,-89.29
18,MISSISSIPPI,April,Thunderstorm Wind,7.00K,32.66,-89.22
21,KANSAS,May,Hail,0.00K,38.16,-98.27
18,MISSISSIPPI,April,Tornado,100.00K,33.2383,-88.5839
18,MISSISSIPPI,April,Tornado,20.00K,33.3167,-88.5026
18,MISSISSIPPI,April,Thunderstorm Wind,12.00K,32.7406,-88.8933
26,KENTUCKY,November,Strong Wind,1.00K,,
26,KANSAS,May,Flash Flood,0.00K,39.2654,-101.0776
26,MISSISSIPPI,October,Strong Wind,30.00K,,
26,MISSISSIPPI,October,Thunderstorm Wind,6.00K,31.8332,-89.4376
26,MISSISSIPPI,October,Strong Wind,50.00K,,
24,OHIO,June,Thunderstorm Wind,5.00K,40.16,-81.13
24,OHIO,June,Thunderstorm Wind,3.00K,40.31,-81.19
24,OHIO,June,Thunderstorm Wind,5.00K,40.11,-81.02
13,IOWA,March,Flood,0.00K,43.5,-96.5986
13,IOWA,March,Flood,0.00K,43.08,-96.4545
16,IOWA,March,Flood,0.00K,42.56,-96.499
13,IOWA,March,Flood,0.00K,43.5,-96.25
19,MINNESOTA,July,Hail,0.00K,45.853,-95.1284
6,MISSOURI,May,Hail,0.00K,38.04,-94.45
29,MISSOURI,May,Flash Flood,0.00K,36.88,-92.32
27,WISCONSIN,June,Thunderstorm Wind,12.00K,43.77,-88.45
27,TENNESSEE,June,Lightning,10.00K,35.0833,-86.5024
27,WISCONSIN,June,Thunderstorm Wind,0.00K,43.75,-89.14
21,NORTH CAROLINA,June,Thunderstorm Wind,0.00K,35.29,-83.49
21,NORTH CAROLINA,June,Thunderstorm Wind,0.00K,35.471,-82.981
21,NORTH CAROLINA,June,Thunderstorm Wind,0.00K,35.835,-82.908
29,PENNSYLVANIA,June,Thunderstorm Wind,2.00K,40.144,-79.9585
13,FLORIDA,May,Thunderstorm Wind,5.00K,26.85,-80.09
7,ALABAMA,June,Thunderstorm Wind,,31.27,-88.03
7,ALABAMA,June,Tornado,25.00K,30.7577,-88.0809
27,PENNSYLVANIA,June,Thunderstorm Wind,1.00K,41,-80.34
27,PENNSYLVANIA,June,Flash Flood,0.00K,41.05,-80.35
27,PENNSYLVANIA,June,Flash Flood,0.00K,41.01,-80.38
19,NEBRASKA,June,Hail,,41.94,-99.69
7,GEORGIA,June,Thunderstorm Wind,4.00K,32.6544,-84.1775
7,GEORGIA,June,Thunderstorm Wind,10.00K,32.7914,-84.0228
7,GEORGIA,June,Thunderstorm Wind,18.00K,32.2873,-84.0576
7,GEORGIA,June,Thunderstorm Wind,1.00K,32.0844,-84.0115
7,GEORGIA,June,Thunderstorm Wind,20.00K,32.3618,-83.7286
20,GEORGIA,June,Thunderstorm Wind,2.00K,32.9917,-84.5036
22,SOUTH CAROLINA,June,Thunderstorm Wind,5.00K,34.485,-82.189
22,SOUTH CAROLINA,June,Thunderstorm Wind,25.00K,34.127,-82.241
22,SOUTH CAROLINA,June,Hail,,35.067,-82.625
22,SOUTH CAROLINA,June,Hail,,34.95,-82.12
24,GEORGIA,June,Thunderstorm Wind,10.00K,34.2061,-84.1694
24,GEORGIA,June,Thunderstorm Wind,1.00K,33.5594,-85.116
24,GEORGIA,June,Thunderstorm Wind,50.00K,33.9746,-84.7303
24,GEORGIA,June,Thunderstorm Wind,8.00K,33.659,-84.8628
22,GEORGIA,June,Thunderstorm Wind,2.00K,33.0291,-84.5172
22,GEORGIA,June,Thunderstorm Wind,5.00K,34.0292,-84.0919
18,MISSOURI,May,Thunderstorm Wind,10.00K,38.23,-92.6
18,MISSOURI,May,Thunderstorm Wind,0.00K,37.46,-91.68
18,MISSOURI,May,Thunderstorm Wind,2.00K,37.95,-91.74
19,MISSOURI,May,Thunderstorm Wind,5.00K,37.17,-93.38
22,ATLANTIC NORTH,August,Marine Thunderstorm Wind,0.00K,40.57,-73.56
22,ATLANTIC NORTH,August,Marine Thunderstorm Wind,0.00K,40.85,-73.7898
22,ATLANTIC NORTH,August,Marine Thunderstorm Wind,0.00K,40.65,-73.14
22,ATLANTIC NORTH,August,Marine Thunderstorm Wind,0.00K,40.73,-73.03
22,NEW YORK,August,Thunderstorm Wind,2.00K,40.6763,-73.4208
22,NEW YORK,August,Thunderstorm Wind,5.00K,40.7044,-73.3948
22,NEW YORK,August,Thunderstorm Wind,30.00K,40.7201,-73.4273
22,NEW YORK,August,Thunderstorm Wind,,40.69,-73.31
22,NEW YORK,August,Thunderstorm Wind,,40.71,-73.3
22,NEW YORK,August,Thunderstorm Wind,5.00K,40.7259,-73.266
14,PENNSYLVANIA,April,Thunderstorm Wind,35.00K,40.5384,-76.9648
13,MONTANA,May,Hail,0.00K,46.4,-105.85
14,MONTANA,May,Thunderstorm Wind,0.00K,45.7,-110.45
6,MONTANA,June,Thunderstorm Wind,0.00K,45.7,-110.45
14,ALABAMA,April,Thunderstorm Wind,,34.95,-87.69
13,ALABAMA,April,Thunderstorm Wind,0.20K,34.8459,-87.4955
1,ALABAMA,April,Frost/Freeze,0.00K,,
1,ALABAMA,April,Frost/Freeze,0.00K,,
17,SOUTH CAROLINA,June,Hail,0.10K,34.8067,-80.1573
20,GEORGIA,June,Thunderstorm Wind,,33.92,-82.56
5,FLORIDA,July,Heavy Rain,0.00K,29.25,-82.31
27,INDIANA,May,Tornado,0.00K,41.025,-85.792
27,INDIANA,May,Tornado,0.00K,40.685,-86.042
27,INDIANA,May,Tornado,0.00K,40.637,-85.846
10,MISSOURI,July,Thunderstorm Wind,0.00K,37,-91.7
26,WASHINGTON,June,Thunderstorm Wind,2.00K,46.42,-117.049
26,IDAHO,June,Thunderstorm Wind,1.00K,46.4,-116.8
26,IDAHO,June,Thunderstorm Wind,1.00K,46.38,-116.67
8,TEXAS,May,Thunderstorm Wind,0.00K,31.15,-99.34
8,TEXAS,May,Thunderstorm Wind,0.00K,31.37,-100.5
8,TEXAS,May,Flash Flood,0.00K,32.4613,-99.8592
8,TEXAS,May,Flash Flood,0.00K,31.1689,-99.3109
8,OREGON,February,Heavy Snow,,,
5,COLORADO,July,Hail,,40.39,-105.11
5,COLORADO,July,Hail,,40.39,-105.03
5,COLORADO,July,Hail,,40.4,-105.03
23,KANSAS,June,Thunderstorm Wind,,37.55,-97.26
23,KANSAS,June,Thunderstorm Wind,,37.46,-97.29
20,SOUTH CAROLINA,June,Thunderstorm Wind,,34.25,-81.7
22,VIRGINIA,August,Thunderstorm Wind,0.50K,37.35,-79.95
22,VIRGINIA,August,Thunderstorm Wind,0.50K,37.89,-79.21
22,VIRGINIA,August,Thunderstorm Wind,1.00K,36.67,-79.94
22,VIRGINIA,August,Thunderstorm Wind,0.50K,37.0436,-79.9214
22,VIRGINIA,August,Thunderstorm Wind,5.00K,36.77,-80.89
22,VIRGINIA,August,Thunderstorm Wind,3.00K,37.65,-79.43
22,VIRGINIA,August,Thunderstorm Wind,0.50K,36.75,-80.83
13,TEXAS,August,Thunderstorm Wind,0.00K,33.72,-96.67
7,TEXAS,August,Heat,0.00K,,
17,TEXAS,August,Heat,0.00K,,
30,TEXAS,August,Hail,0.00K,32.9796,-96.2942
20,ILLINOIS,August,Thunderstorm Wind,0.00K,40.13,-87.62
27,ALABAMA,August,Thunderstorm Wind,0.00K,33.83,-86.25
6,NEW YORK,August,Hail,0.00K,42.2,-76.07
5,MINNESOTA,August,Hail,0.00K,44.96,-93.85
5,MINNESOTA,August,Hail,0.00K,45.01,-93.65
5,MINNESOTA,August,Hail,0.00K,44.99,-93.6
28,NEBRASKA,November,Winter Weather,,,
28,MINNESOTA,November,Winter Weather,,,
23,GEORGIA,August,Thunderstorm Wind,2.00K,33.0549,-82.7496
24,GEORGIA,August,Thunderstorm Wind,6.00K,32.1562,-82.9342
24,GEORGIA,August,Thunderstorm Wind,5.00K,34.2162,-84.11
24,GEORGIA,August,Thunderstorm Wind,3.00K,34.5288,-84.4796
24,GEORGIA,August,Thunderstorm Wind,5.00K,33.1543,-85.2032
1,ALABAMA,August,Thunderstorm Wind,0.00K,34.386,-85.5863
1,ALABAMA,August,Thunderstorm Wind,0.00K,34.3926,-85.5497
1,ALABAMA,August,Thunderstorm Wind,0.00K,33.9712,-85.6126
27,ALABAMA,August,Thunderstorm Wind,0.00K,33.8517,-86.4015
27,ALABAMA,August,Thunderstorm Wind,0.00K,33.8517,-86.4015
10,ARKANSAS,August,Excessive Heat,0.00K,,
7,TEXAS,May,Hail,0.00K,33.5579,-101.9142
29,UTAH,August,Flash Flood,0.00K,38.0963,-111.1066
26,TEXAS,August,Heat,0.00K,,
26,TEXAS,August,Heat,0.00K,,
24,TEXAS,May,Hail,,33.68,-101.38
4,FLORIDA,August,Flood,0.10K,26.03,-80.2
28,ARIZONA,August,Thunderstorm Wind,5.00K,32.25,-110.8236
28,ARIZONA,August,Thunderstorm Wind,10.00K,32.72,-111.93
25,TEXAS,May,Tornado,,34.6986,-100.6289
23,ATLANTIC SOUTH,August,Waterspout,0.00K,25.95,-79.98
23,ATLANTIC SOUTH,August,Waterspout,0.00K,25.81,-80
2,NEBRASKA,August,Thunderstorm Wind,125.00K,40.2855,-100.1875
2,NEBRASKA,August,Thunderstorm Wind,0.00K,40.3067,-100.1555
2,NEBRASKA,August,Flash Flood,100.00K,41.49,-98.94
2,NEBRASKA,August,Flash Flood,100.00K,41.5445,-99.124
7,NEBRASKA,August,Thunderstorm Wind,0.00K,41.2034,-98.5767
7,NEBRASKA,August,Thunderstorm Wind,0.00K,41.62,-98.95
7,NEBRASKA,August,Thunderstorm Wind,0.00K,40.8866,-98.5231
7,NEBRASKA,August,Thunderstorm Wind,0.00K,41,-98.6
25,KANSAS,August,Flood,0.00K,38.27,-98.98
24,KANSAS,August,Tornado,0.00K,38.64,-98.54
17,KANSAS,August,Thunderstorm Wind,100.00K,38.1,-97.27
21,KANSAS,August,Thunderstorm Wind,0.00K,37.67,-97.28
6,TENNESSEE,February,Flash Flood,0.00K,36.1662,-85.4796
18,KANSAS,May,Flood,0.00K,38.51,-98.77
16,INDIANA,May,Hail,,39.8935,-87.5292
16,INDIANA,May,Hail,0.00K,39.81,-86.19
16,INDIANA,May,Hail,,39.81,-86.2
16,INDIANA,May,Hail,,39.7,-87.42
26,INDIANA,May,Thunderstorm Wind,4.00K,40.3905,-86.833
26,INDIANA,May,Thunderstorm Wind,1.00K,40.4297,-86.8327
26,INDIANA,May,Thunderstorm Wind,5.00K,40.43,-86.87
26,INDIANA,May,Thunderstorm Wind,7.00K,40.43,-86.88
26,INDIANA,May,Thunderstorm Wind,8.00K,40.47,-86.95
26,INDIANA,May,Thunderstorm Wind,9.00K,40.45,-86.69
26,INDIANA,May,Thunderstorm Wind,8.00K,40.1694,-84.9772
27,SOUTH DAKOTA,May,Flood,0.00K,43.72,-99.88
29,SOUTH DAKOTA,May,Flood,0.00K,44.46,-102.34
29,SOUTH DAKOTA,May,Flood,0.00K,44.51,-102
31,SOUTH DAKOTA,May,Flash Flood,300.00K,44.42,-103.55
26,KANSAS,May,Thunderstorm Wind,0.00K,38.3,-97.91
26,KANSAS,May,Thunderstorm Wind,0.00K,39.01,-97.98
26,KANSAS,May,Thunderstorm Wind,0.00K,37.81,-98.43
6,TENNESSEE,February,Thunderstorm Wind,1.00K,36.134,-85.3172
6,TENNESSEE,February,Flash Flood,5.00K,36.2681,-86.3982
13,LOUISIANA,April,Hail,20.00K,32.8,-91.41
7,KANSAS,May,Flood,0.10K,37.53,-97.37
4,FLORIDA,July,Heavy Rain,0.00K,30.44,-82.79
30,MONTANA,June,Hail,0.00K,45.83,-108.44
23,INDIANA,May,Thunderstorm Wind,0.00K,41.18,-85.95
17,MINNESOTA,July,Tornado,0.00K,48.0519,-92.6779
22,KANSAS,June,Thunderstorm Wind,0.00K,37.29,-98.03
13,ATLANTIC SOUTH,July,Marine Thunderstorm Wind,,32.7732,-79.9055
13,ATLANTIC SOUTH,July,Marine Thunderstorm Wind,,32.7585,-79.9529
13,ATLANTIC SOUTH,July,Marine Thunderstorm Wind,,32.752,-79.9
23,ATLANTIC SOUTH,July,Marine Thunderstorm Wind,,32.109,-80.8391
17,CALIFORNIA,July,Cold/Wind Chill,0.00K,,
30,NEW YORK,July,Rip Current,0.00K,,
18,NEW JERSEY,July,Flash Flood,0.00K,40.6255,-74.3071
18,NEW JERSEY,July,Flash Flood,0.00K,40.6392,-74.3617
31,KANSAS,July,Heavy Rain,0.00K,38.52,-98.79
13,MISSISSIPPI,April,Thunderstorm Wind,10.00K,31.99,-90.36
13,MISSISSIPPI,April,Flash Flood,3.00K,32.3971,-90.2967
2,KANSAS,July,Hail,,37.55,-97.26
2,KANSAS,July,Hail,,37.55,-97.26
2,KANSAS,July,Hail,,37.27,-97.4
2,KANSAS,July,Flood,0.10K,37.54,-96.64
6,KANSAS,May,Hail,,38.01,-96.67
6,KANSAS,May,Hail,,39.12,-98.33
22,TENNESSEE,February,Flash Flood,0.00K,35.1334,-87.5855
23,TENNESSEE,February,Flash Flood,166.33K,35.8986,-87.3523
23,TENNESSEE,February,Flash Flood,5.00K,35.7963,-87.9612
23,TENNESSEE,February,Flash Flood,0.00K,35.6192,-87.0317
23,TENNESSEE,February,Flash Flood,0.00K,35.6028,-87.6356
9,ALABAMA,May,Thunderstorm Wind,,34.2,-87.05
9,ALABAMA,May,Thunderstorm Wind,,34.23,-86.53
9,ALABAMA,May,Thunderstorm Wind,0.50K,34.73,-86.79
21,ARIZONA,February,Heavy Snow,0.00K,,
21,ARIZONA,February,Heavy Snow,0.00K,,
17,KANSAS,May,Thunderstorm Wind,0.00K,39.5,-98.31
17,KANSAS,May,Hail,0.00K,39.43,-98.7
27,NEBRASKA,May,Hail,0.00K,41.03,-98.91
28,NEBRASKA,May,Hail,0.00K,40.87,-97.58
20,IOWA,July,Thunderstorm Wind,0.00K,43.4,-94.75
1,MINNESOTA,July,Tornado,0.00K,43.76,-93.17
7,ATLANTIC NORTH,August,Marine Thunderstorm Wind,0.00K,40.5013,-74.2837
3,SOUTH DAKOTA,July,Thunderstorm Wind,,44.0802,-101.1358
3,SOUTH DAKOTA,July,Thunderstorm Wind,,43.8605,-101.4816
5,SOUTH DAKOTA,July,Thunderstorm Wind,,44.2169,-103.0614
28,KANSAS,May,Hail,300.00K,39.2,-99.124
5,NEBRASKA,May,Hail,25.00K,41.11,-98.29
5,NEBRASKA,May,Hail,25.00K,40.9995,-98.1971
5,NEBRASKA,May,Hail,25.00K,40.97,-98.12
5,NEBRASKA,May,Hail,25.00K,40.9614,-98.1387
20,IOWA,July,Thunderstorm Wind,0.00K,41.73,-93.6
20,IOWA,July,Hail,0.00K,41.79,-93.52
16,MINNESOTA,July,Flash Flood,0.00K,44.9444,-93.3029
7,KANSAS,May,Flash Flood,0.10K,37.27,-97.06
18,MISSISSIPPI,April,Thunderstorm Wind,12.00K,31.7,-90.4
18,MISSISSIPPI,April,Thunderstorm Wind,10.00K,31.44,-90.23
18,MISSISSIPPI,April,Thunderstorm Wind,5.00K,32.2718,-90.1092
18,MISSISSIPPI,April,Thunderstorm Wind,8.00K,32.3794,-90.1439
19,MINNESOTA,March,Flood,0.00K,44.01,-96.42
14,MINNESOTA,March,Flood,0.00K,43.8495,-96.445
18,MISSISSIPPI,April,Flash Flood,2.00K,32.3873,-90.1246
18,MISSISSIPPI,April,Thunderstorm Wind,15.00K,32.36,-89.47
21,KANSAS,May,Flood,0.00K,37.2099,-95.7096
21,KANSAS,May,Flood,0.00K,37.57,-95.95
21,KANSAS,May,Hail,0.00K,38.49,-97.42
21,KANSAS,May,Hail,0.00K,38.54,-97.42
21,KANSAS,May,Hail,0.00K,38.45,-98.08
21,KANSAS,May,Hail,0.00K,38.86,-97.64
18,MISSISSIPPI,April,Thunderstorm Wind,9.00K,32.841,-89.3534
18,MISSISSIPPI,April,Flash Flood,5.00K,32.47,-89.91
18,MISSISSIPPI,April,Thunderstorm Wind,8.00K,32.54,-88.72
20,KANSAS,May,Flash Flood,0.00K,37.2359,-95.7125
23,KANSAS,May,Hail,0.00K,38.12,-97.26
23,KANSAS,May,Hail,0.00K,38.71,-98.16
27,KANSAS,May,Thunderstorm Wind,0.00K,38.82,-97.62
26,KANSAS,May,Thunderstorm Wind,0.00K,37.96,-98.41
26,KENTUCKY,November,Strong Wind,1.00K,,
26,MISSISSIPPI,October,Strong Wind,50.00K,,
20,ALABAMA,June,Thunderstorm Wind,0.20K,34.3064,-86.7001
21,TENNESSEE,June,Thunderstorm Wind,,35.3456,-86.4029
21,ALABAMA,June,Thunderstorm Wind,,34.91,-88.06
16,NEBRASKA,June,Hail,0.00K,40.549,-101.62
16,NEBRASKA,June,Hail,,40.5345,-101.62
16,NEBRASKA,June,Hail,,40.549,-101.62
16,NEBRASKA,June,Hail,,40.9216,-101.8148
16,NEBRASKA,June,Hail,,40.4923,-101.5321
1,SOUTH DAKOTA,April,Flood,0.00K,44.89,-97.26
1,SOUTH DAKOTA,April,Flood,0.00K,45.7,-98.59
24,OHIO,June,Thunderstorm Wind,3.00K,40.46,-81.09
24,OHIO,June,Thunderstorm Wind,3.00K,40.38,-80.71
13,SOUTH DAKOTA,March,Flood,0.00K,43.08,-97.5
14,SOUTH DAKOTA,March,Flood,0.00K,43.2241,-96.924
14,SOUTH DAKOTA,March,Flood,0.00K,43.1,-97.03
27,PENNSYLVANIA,June,Flash Flood,0.00K,40.95,-80.47
27,PENNSYLVANIA,June,Flash Flood,0.00K,41.0529,-80.3826
29,MISSOURI,May,Hail,0.00K,36.53,-93.43
29,MISSOURI,May,Hail,0.00K,36.59,-93.32
13,IOWA,March,Flood,0.00K,43.2054,-95.8622
21,NORTH CAROLINA,June,Thunderstorm Wind,0.00K,35.651,-82.818
21,NORTH CAROLINA,June,Thunderstorm Wind,0.00K,35.271,-83.299
22,NORTH CAROLINA,June,Thunderstorm Wind,0.00K,35.941,-82.474
20,MISSOURI,August,Hail,0.00K,38.07,-91.4
20,MISSOURI,August,Thunderstorm Wind,0.00K,37.5833,-90.5892
20,MISSOURI,August,Thunderstorm Wind,0.00K,37.5739,-90.3049
20,MISSOURI,August,Thunderstorm Wind,0.00K,37.9162,-91.105
13,NEBRASKA,March,Flood,194.00K,42.09,-97.83
26,MISSOURI,August,Flash Flood,0.00K,38.5491,-90.9614
26,MISSOURI,August,Flash Flood,0.00K,38.5312,-90.9443
26,MISSOURI,August,Thunderstorm Wind,0.00K,37.5579,-90.2948
30,MISSOURI,August,Hail,0.00K,38.2147,-91.1938
29,PENNSYLVANIA,June,Thunderstorm Wind,2.00K,40.2706,-80.4934
29,PENNSYLVANIA,June,Thunderstorm Wind,2.00K,40.25,-80.47
30,WISCONSIN,June,Thunderstorm Wind,10.00K,42.55,-88.16
17,GULF OF MEXICO,June,Marine Thunderstorm Wind,0.00K,27.6372,-97.2868
7,GEORGIA,June,Thunderstorm Wind,3.00K,32.9188,-84.1248
22,GEORGIA,June,Thunderstorm Wind,20.00K,33.829,-84.3925
22,GEORGIA,June,Thunderstorm Wind,20.00K,32.5266,-83.737
22,GEORGIA,June,Thunderstorm Wind,7.00K,33.7784,-84.3228
20,GEORGIA,June,Thunderstorm Wind,10.00K,33.0344,-84.7231
20,GEORGIA,June,Thunderstorm Wind,20.00K,32.9419,-84.3583
20,GEORGIA,June,Thunderstorm Wind,50.00K,32.9545,-83.9571
20,GEORGIA,June,Thunderstorm Wind,5.00K,32.9301,-83.7356
17,GULF OF MEXICO,June,Marine Thunderstorm Wind,0.00K,27.581,-97.2165
27,MISSISSIPPI,June,Thunderstorm Wind,0.00K,30.44,-88.87
17,GULF OF MEXICO,June,Marine Thunderstorm Wind,0.00K,29.4958,-94.5553
17,GULF OF MEXICO,June,Marine Thunderstorm Wind,0.00K,29.3476,-94.7296
22,GEORGIA,June,Thunderstorm Wind,2.00K,33.6877,-83.9962
22,GEORGIA,June,Thunderstorm Wind,5.00K,32.17,-82.68
20,VERMONT,June,Flash Flood,50.00K,44.1542,-73.0857
20,VERMONT,June,Flash Flood,5.00K,44.3753,-72.5527
20,VERMONT,June,Flash Flood,5.00K,44.164,-72.4557
22,NEW YORK,August,Thunderstorm Wind,,40.78,-73.25
22,NEW YORK,August,Thunderstorm Wind,7.00K,40.7,-73.33
22,NEW YORK,August,Thunderstorm Wind,4.00K,40.753,-73.2188
22,NEW YORK,August,Thunderstorm Wind,3.00K,40.74,-73.0853
22,NEW YORK,August,Thunderstorm Wind,,40.75,-73.09
22,NEW YORK,August,Thunderstorm Wind,4.00K,40.7714,-73.1124
22,NEW YORK,August,Thunderstorm Wind,7.00K,40.8,-73.12
22,NEW YORK,August,Thunderstorm Wind,7.00K,40.82,-73.11
22,NEW YORK,August,Thunderstorm Wind,1.00K,40.8378,-73.1355
22,NEW YORK,August,Thunderstorm Wind,3.00K,40.8214,-73.1184
14,ALABAMA,April,Thunderstorm Wind,0.20K,34.8653,-87.3614
13,MONTANA,May,Thunderstorm Wind,0.00K,46.43,-105.89
1,ALABAMA,April,Frost/Freeze,0.00K,,
1,ALABAMA,April,Frost/Freeze,0.00K,,
1,ALABAMA,April,Frost/Freeze,0.00K,,
14,ALABAMA,April,Thunderstorm Wind,0.20K,34.9274,-87.4032
27,INDIANA,May,Thunderstorm Wind,0.00K,41.53,-86.43
27,INDIANA,May,Thunderstorm Wind,0.00K,41.63,-86.32
21,COLORADO,July,Hail,,39.62,-104.68
21,COLORADO,July,Thunderstorm Wind,,39.27,-103.67
22,COLORADO,July,Hail,,39.65,-104.75
22,COLORADO,July,Hail,0.00K,40.02,-104.48
26,IDAHO,June,Thunderstorm Wind,2.00K,46.4098,-117.0348
11,FLORIDA,July,Thunderstorm Wind,0.00K,29.91,-81.49
11,FLORIDA,July,Thunderstorm Wind,0.00K,29.94,-81.53
11,FLORIDA,July,Thunderstorm Wind,0.00K,30.14,-81.66
11,FLORIDA,July,Thunderstorm Wind,0.00K,30.46,-81.7
8,TEXAS,May,Flash Flood,0.00K,30.9923,-99.4564
8,TEXAS,May,Hail,0.00K,31.38,-98.95
5,COLORADO,July,Hail,,39.85,-105.15
5,COLORADO,July,Hail,,40.03,-105.28
5,COLORADO,July,Hail,,39.85,-105.21
5,COLORADO,July,Hail,,39.98,-105.25
23,KANSAS,June,Thunderstorm Wind,0.00K,37.57,-97.13
23,KANSAS,June,Thunderstorm Wind,0.00K,37.48,-97.24
20,SOUTH CAROLINA,June,Thunderstorm Wind,,34.3,-81.55
20,SOUTH CAROLINA,June,Thunderstorm Wind,,33.98,-81.93
20,SOUTH CAROLINA,June,Thunderstorm Wind,,33.93,-82.05
20,SOUTH CAROLINA,June,Thunderstorm Wind,,34.24,-81.07
20,SOUTH CAROLINA,June,Thunderstorm Wind,,34.02,-81.32
20,SOUTH CAROLINA,June,Thunderstorm Wind,,33.46,-80.86
24,GEORGIA,June,Thunderstorm Wind,,33.53,-82.25
